    MJD       PKS-TID  GPS-PKS  NSITE  Date and comments

 50578.00       0.133             7    100597
 50579.00       0.130             7    110597
 50580.00       0.123             7    120597
 50581.00       0.118             7    130597
 50582.00       0.109             7    140597
 50583.00       0.105             7    150597
 50584.00       0.116             7    160597
 50585.00       0.128             7    170597
 50586.00       0.120             7    180597
 50587.00       0.115             7    190597
 50588.00       0.109             7    200597
 50589.00       0.111             7    210597
 50590.00       0.110             7    220597
 50591.00       0.105             7    230597
 50592.00       0.098             7    240597
 50593.00       0.096             7    250597
 50594.00       0.092             7    260597
 50595.00       0.099             7    270597
 50596.00       0.095             7    280597
 50597.00       0.079             7    290597
 50598.00       0.074             7    300597
 50599.00       0.065             7    310597
 50600.00       0.063             7    010697
 50601.00       0.060             7    020697
 50602.00       0.056             7    030697
 50603.00       0.054             7    040697
 50604.00       0.061             7    050697
 50605.00       0.063             7    060697
 50606.00       0.042             7    070697
 50607.00       0.037             7    080697
 50608.00       0.033             7    090697
 50609.00       0.021             7    100697
 50610.00       0.018             7    110697
 50611.00       0.013             7    120697
 50612.00       0.015             7    130697
 50613.00       0.003             7    140697
 50614.00       0.157             7    150697
 50615.00       0.151             7    160697
 50616.00       0.151             7    170697
 50617.00       0.143             7    180697
 50619.00       0.145             7    200697
 50620.00      -0.071             7    210697
 50621.00      -0.069             7    220697
 50622.00      -0.074             7    230697
 50623.00      -0.079             7    240697
 50624.00      -0.076             7    250697
 50625.00       0.083             7    260697
 50626.00       0.087             7    270697
 50627.00       0.071             7    280697
 50628.00       0.067             7    290697
 50629.00       0.054             7    300697
 50630.00       0.038             7    010797
 50631.00       0.032             7    020797
 50632.00       0.017             7    030797
 50633.00       0.010             7    040797
 50634.00       0.005             7    050797
 50635.00      -0.005             7    060797
 50636.00      -0.016             7    070797
 50637.00      -0.029             7    080797
 50638.00      -0.038             7    090797
 50639.00      -0.050             7    100797
 50640.00      -0.060             7    110797
 50641.00      -0.069             7    120797
 50642.00      -0.084             7    130797
 50643.00      -0.086             7    140797
 50644.00      -0.113             7    150797
 50645.00      -0.118             7    160797
 50646.00      -0.131             7    170797
 50647.00      -0.147             7    180797
 50648.00      -0.149             7    190797
 50662.00      -0.199             7    020897
 50663.00      -0.204             7    030897
 50664.00      -0.206             7    040897
 50665.00      -0.208             7    050897
 50666.00      -0.216             7    060897
 50667.00      -0.202             7    070897
 50668.00      -0.211             7    080897
 50669.00      -0.203             7    090897
 50670.00      -0.207             7    100897
 50671.00      -0.210             7    110897
 50677.00      -0.193             7    170897
 50678.00      -0.195             7    180897
 50679.00      -0.186             7    190897
 50680.00      -0.188             7    200897
 50681.00      -0.180             7    210897
 50682.00      -0.181             7    220897
 50683.00      -0.187             7    230897
 50684.00      -0.186             7    240897
 50685.00      -0.178             7    250897
 50686.00      -0.173             7    260897
 50687.00      -0.172             7    270897
 50688.00      -0.165             7    280897
 50689.00      -0.171             7    290897
 50690.00      -0.178             7    300897
 50691.00      -0.161             7    310897
 50692.00      -0.142             7    010997
